ground_truth_id,source_entity_id,target_entity_id,relationship_type,expected_relationship,case_id,evidence_reference
GT-0404,PERSON-0387,PERSON-0827,TRANSFERRED_TO,1,CASE-0169,Synthetic transaction record: PERSON-0387 transferred INR 75000 to PERSON-0827 linked to CASE-0169.
GT-0405,PERSON-0071,PERSON-0837,TRANSFERRED_TO,1,CASE-0526,Synthetic transaction record: PERSON-0071 transferred INR 500000 to PERSON-0837 linked to CASE-0526.
GT-0406,PERSON-0079,PERSON-0036,TRANSFERRED_TO,1,CASE-0845,Synthetic transaction record: PERSON-0079 transferred INR 25000 to PERSON-0036 linked to CASE-0845.
GT-0407,PERSON-0982,PERSON-0972,TRANSFERRED_TO,1,CASE-0946,Synthetic transaction record: PERSON-0982 transferred INR 75000 to PERSON-0972 linked to CASE-0946.
GT-0408,PERSON-0343,PERSON-0549,TRANSFERRED_TO,1,CASE-0420,Synthetic transaction record: PERSON-0343 transferred INR 500000 to PERSON-0549 linked to CASE-0420.
GT-0409,PERSON-0420,PERSON-0849,TRANSFERRED_TO,1,CASE-0614,Synthetic transaction record: PERSON-0420 transferred INR 75000 to PERSON-0849 linked to CASE-0614.
GT-0410,PERSON-0999,PERSON-0383,TRANSFERRED_TO,1,CASE-0088,Synthetic transaction record: PERSON-0999 transferred INR 25000 to PERSON-0383 linked to CASE-0088.
GT-0411,PERSON-0194,PERSON-0686,TRANSFERRED_TO,1,CASE-0077,Synthetic transaction record: PERSON-0194 transferred INR 250000 to PERSON-0686 linked to CASE-0077.
GT-0412,PERSON-0002,PERSON-0139,TRANSFERRED_TO,1,CASE-1120,Synthetic transaction record: PERSON-0002 transferred INR 150000 to PERSON-0139 linked to CASE-1120.
GT-0413,PERSON-0009,PERSON-0271,TRANSFERRED_TO,1,CASE-0439,Synthetic transaction record: PERSON-0009 transferred INR 50000 to PERSON-0271 linked to CASE-0439.
GT-0414,PERSON-0430,PERSON-0214,TRANSFERRED_TO,1,CASE-0997,Synthetic transaction record: PERSON-0430 transferred INR 150000 to PERSON-0214 linked to CASE-0997.
GT-0415,PERSON-0957,PERSON-0878,TRANSFERRED_TO,1,CASE-0276,Synthetic transaction record: PERSON-0957 transferred INR 250000 to PERSON-0878 linked to CASE-0276.
GT-0416,PERSON-0270,PERSON-0649,TRANSFERRED_TO,1,CASE-0210,Synthetic transaction record: PERSON-0270 transferred INR 75000 to PERSON-0649 linked to CASE-0210.
GT-0417,PERSON-0465,PERSON-0119,TRANSFERRED_TO,1,CASE-0555,Synthetic transaction record: PERSON-0465 transferred INR 250000 to PERSON-0119 linked to CASE-0555.
GT-0418,PERSON-0236,PERSON-0607,TRANSFERRED_TO,1,CASE-1186,Synthetic transaction record: PERSON-0236 transferred INR 75000 to PERSON-0607 linked to CASE-1186.
GT-0419,PERSON-0949,PERSON-0023,TRANSFERRED_TO,1,CASE-0433,Synthetic transaction record: PERSON-0949 transferred INR 250000 to PERSON-0023 linked to CASE-0433.
GT-0420,PERSON-0589,PERSON-0817,TRANSFERRED_TO,1,CASE-0844,Synthetic transaction record: PERSON-0589 transferred INR 25000 to PERSON-0817 linked to CASE-0844.
GT-0421,PERSON-0508,PERSON-0412,TRANSFERRED_TO,1,CASE-0857,Synthetic transaction record: PERSON-0508 transferred INR 75000 to PERSON-0412 linked to CASE-0857.
GT-0422,PERSON-0642,PERSON-0989,TRANSFERRED_TO,1,CASE-1243,Synthetic transaction record: PERSON-0642 transferred INR 500000 to PERSON-0989 linked to CASE-1243.
GT-0423,PERSON-0584,PERSON-0178,TRANSFERRED_TO,1,CASE-0008,Synthetic transaction record: PERSON-0584 transferred INR 50000 to PERSON-0178 linked to CASE-0008.
GT-0424,PERSON-0550,PERSON-0782,TRANSFERRED_TO,1,CASE-1036,Synthetic transaction record: PERSON-0550 transferred INR 75000 to PERSON-0782 linked to CASE-1036.
GT-0425,PERSON-0466,PERSON-0784,TRANSFERRED_TO,1,CASE-1043,Synthetic transaction record: PERSON-0466 transferred INR 75000 to PERSON-0784 linked to CASE-1043.
GT-0426,PERSON-0773,PERSON-0984,TRANSFERRED_TO,1,CASE-0656,Synthetic transaction record: PERSON-0773 transferred INR 75000 to PERSON-0984 linked to CASE-0656.
GT-0427,PERSON-0877,PERSON-0724,TRANSFERRED_TO,1,CASE-0230,Synthetic transaction record: PERSON-0877 transferred INR 50000 to PERSON-0724 linked to CASE-0230.
GT-0428,PERSON-0551,PERSON-0767,TRANSFERRED_TO,1,CASE-0674,Synthetic transaction record: PERSON-0551 transferred INR 150000 to PERSON-0767 linked to CASE-0674.
GT-0429,PERSON-0867,PERSON-0503,TRANSFERRED_TO,1,CASE-0279,Synthetic transaction record: PERSON-0867 transferred INR 25000 to PERSON-0503 linked to CASE-0279.
GT-0430,PERSON-0273,PERSON-0910,TRANSFERRED_TO,1,CASE-0929,Synthetic transaction record: PERSON-0273 transferred INR 50000 to PERSON-0910 linked to CASE-0929.
GT-0431,PERSON-0658,PERSON-0992,TRANSFERRED_TO,1,CASE-0044,Synthetic transaction record: PERSON-0658 transferred INR 150000 to PERSON-0992 linked to CASE-0044.
GT-0432,PERSON-0983,PERSON-0574,TRANSFERRED_TO,1,CASE-1133,Synthetic transaction record: PERSON-0983 transferred INR 25000 to PERSON-0574 linked to CASE-1133.
GT-0433,PERSON-0776,PERSON-0393,TRANSFERRED_TO,1,CASE-0217,Synthetic transaction record: PERSON-0776 transferred INR 75000 to PERSON-0393 linked to CASE-0217.
GT-0434,PERSON-0208,PERSON-0313,TRANSFERRED_TO,1,CASE-0072,Synthetic transaction record: PERSON-0208 transferred INR 50000 to PERSON-0313 linked to CASE-0072.
GT-0435,PERSON-0516,PERSON-0779,TRANSFERRED_TO,1,CASE-1210,Synthetic transaction record: PERSON-0516 transferred INR 250000 to PERSON-0779 linked to CASE-1210.
GT-0436,PERSON-0520,PERSON-0506,TRANSFERRED_TO,1,CASE-0134,Synthetic transaction record: PERSON-0520 transferred INR 50000 to PERSON-0506 linked to CASE-0134.
GT-0437,PERSON-0482,PERSON-0454,TRANSFERRED_TO,1,CASE-1124,Synthetic transaction record: PERSON-0482 transferred INR 500000 to PERSON-0454 linked to CASE-1124.
GT-0438,PERSON-0985,PERSON-0525,TRANSFERRED_TO,1,CASE-0736,Synthetic transaction record: PERSON-0985 transferred INR 50000 to PERSON-0525 linked to CASE-0736.
GT-0439,PERSON-0220,PERSON-0415,TRANSFERRED_TO,1,CASE-0480,Synthetic transaction record: PERSON-0220 transferred INR 75000 to PERSON-0415 linked to CASE-0480.
GT-0440,PERSON-0461,PERSON-0015,TRANSFERRED_TO,1,CASE-0973,Synthetic transaction record: PERSON-0461 transferred INR 75000 to PERSON-0015 linked to CASE-0973.
GT-0441,PERSON-0239,PERSON-0735,TRANSFERRED_TO,1,CASE-0194,Synthetic transaction record: PERSON-0239 transferred INR 25000 to PERSON-0735 linked to CASE-0194.
GT-0442,PERSON-0013,PERSON-0638,TRANSFERRED_TO,1,CASE-1240,Synthetic transaction record: PERSON-0013 transferred INR 25000 to PERSON-0638 linked to CASE-1240.
GT-0443,PERSON-0198,PERSON-0525,TRANSFERRED_TO,1,CASE-0715,Synthetic transaction record: PERSON-0198 transferred INR 500000 to PERSON-0525 linked to CASE-0715.
GT-0444,PERSON-0993,PERSON-0024,TRANSFERRED_TO,1,CASE-0859,Synthetic transaction record: PERSON-0993 transferred INR 50000 to PERSON-0024 linked to CASE-0859.
GT-0445,PERSON-0131,PERSON-0406,TRANSFERRED_TO,1,CASE-1117,Synthetic transaction record: PERSON-0131 transferred INR 50000 to PERSON-0406 linked to CASE-1117.
GT-0446,PERSON-0271,PERSON-0807,TRANSFERRED_TO,1,CASE-0715,Synthetic transaction record: PERSON-0271 transferred INR 50000 to PERSON-0807 linked to CASE-0715.
GT-0447,PERSON-0947,PERSON-0269,TRANSFERRED_TO,1,CASE-0081,Synthetic transaction record: PERSON-0947 transferred INR 25000 to PERSON-0269 linked to CASE-0081.
GT-0448,PERSON-0884,PERSON-0891,TRANSFERRED_TO,1,CASE-0349,Synthetic transaction record: PERSON-0884 transferred INR 50000 to PERSON-0891 linked to CASE-0349.
GT-0449,PERSON-0626,PERSON-0036,TRANSFERRED_TO,1,CASE-0175,Synthetic transaction record: PERSON-0626 transferred INR 500000 to PERSON-0036 linked to CASE-0175.
GT-0450,PERSON-0462,PERSON-0473,TRANSFERRED_TO,1,CASE-0730,Synthetic transaction record: PERSON-0462 transferred INR 50000 to PERSON-0473 linked to CASE-0730.
GT-0451,PERSON-0275,PERSON-0777,TRANSFERRED_TO,1,CASE-0015,Synthetic transaction record: PERSON-0275 transferred INR 75000 to PERSON-0777 linked to CASE-0015.
GT-0452,PERSON-0021,PERSON-0058,TRANSFERRED_TO,1,CASE-0136,Synthetic transaction record: PERSON-0021 transferred INR 500000 to PERSON-0058 linked to CASE-0136.
GT-0453,PERSON-0707,PERSON-0606,TRANSFERRED_TO,1,CASE-1014,Synthetic transaction record: PERSON-0707 transferred INR 500000 to PERSON-0606 linked to CASE-1014.
GT-0454,PERSON-0103,PERSON-0579,TRANSFERRED_TO,1,CASE-0558,Synthetic transaction record: PERSON-0103 transferred INR 50000 to PERSON-0579 linked to CASE-0558.
GT-0455,PERSON-0278,PERSON-0381,TRANSFERRED_TO,1,CASE-0327,Synthetic transaction record: PERSON-0278 transferred INR 50000 to PERSON-0381 linked to CASE-0327.
GT-0456,PERSON-0659,PERSON-0078,TRANSFERRED_TO,1,CASE-1129,Synthetic transaction record: PERSON-0659 transferred INR 25000 to PERSON-0078 linked to CASE-1129.
GT-0457,PERSON-0732,PERSON-0631,TRANSFERRED_TO,1,CASE-0989,Synthetic transaction record: PERSON-0732 transferred INR 75000 to PERSON-0631 linked to CASE-0989.
GT-0458,PERSON-0978,PERSON-0650,TRANSFERRED_TO,1,CASE-0203,Synthetic transaction record: PERSON-0978 transferred INR 50000 to PERSON-0650 linked to CASE-0203.
GT-0459,PERSON-0769,PERSON-0284,TRANSFERRED_TO,1,CASE-0296,Synthetic transaction record: PERSON-0769 transferred INR 250000 to PERSON-0284 linked to CASE-0296.
GT-0460,PERSON-0029,PERSON-0602,TRANSFERRED_TO,1,CASE-0954,Synthetic transaction record: PERSON-0029 transferred INR 500000 to PERSON-0602 linked to CASE-0954.
GT-0461,PERSON-0487,PERSON-0155,TRANSFERRED_TO,1,CASE-1143,Synthetic transaction record: PERSON-0487 transferred INR 500000 to PERSON-0155 linked to CASE-1143.
GT-0462,PERSON-0262,PERSON-0887,TRANSFERRED_TO,1,CASE-0799,Synthetic transaction record: PERSON-0262 transferred INR 250000 to PERSON-0887 linked to CASE-0799.
GT-0463,PERSON-0210,PERSON-0188,TRANSFERRED_TO,1,CASE-0834,Synthetic transaction record: PERSON-0210 transferred INR 50000 to PERSON-0188 linked to CASE-0834.
GT-0464,PERSON-0081,PERSON-0508,TRANSFERRED_TO,1,CASE-0765,Synthetic transaction record: PERSON-0081 transferred INR 75000 to PERSON-0508 linked to CASE-0765.
GT-0465,PERSON-0190,PERSON-0297,TRANSFERRED_TO,1,CASE-0296,Synthetic transaction record: PERSON-0190 transferred INR 25000 to PERSON-0297 linked to CASE-0296.
GT-0466,PERSON-0853,PERSON-0912,TRANSFERRED_TO,1,CASE-0543,Synthetic transaction record: PERSON-0853 transferred INR 500000 to PERSON-0912 linked to CASE-0543.
GT-0467,PERSON-0177,PERSON-0430,TRANSFERRED_TO,1,CASE-0439,Synthetic transaction record: PERSON-0177 transferred INR 25000 to PERSON-0430 linked to CASE-0439.
GT-0468,PERSON-0547,PERSON-0849,TRANSFERRED_TO,1,CASE-0221,Synthetic transaction record: PERSON-0547 transferred INR 250000 to PERSON-0849 linked to CASE-0221.
GT-0469,PERSON-0037,PERSON-0198,TRANSFERRED_TO,1,CASE-0106,Synthetic transaction record: PERSON-0037 transferred INR 75000 to PERSON-0198 linked to CASE-0106.
GT-0470,PERSON-0539,PERSON-0442,TRANSFERRED_TO,1,CASE-0784,Synthetic transaction record: PERSON-0539 transferred INR 25000 to PERSON-0442 linked to CASE-0784.
GT-0471,PERSON-0221,PERSON-0052,TRANSFERRED_TO,1,CASE-0782,Synthetic transaction record: PERSON-0221 transferred INR 150000 to PERSON-0052 linked to CASE-0782.
GT-0472,PERSON-0153,PERSON-0560,TRANSFERRED_TO,1,CASE-0025,Synthetic transaction record: PERSON-0153 transferred INR 150000 to PERSON-0560 linked to CASE-0025.
GT-0473,PERSON-0712,PERSON-0669,TRANSFERRED_TO,1,CASE-0919,Synthetic transaction record: PERSON-0712 transferred INR 50000 to PERSON-0669 linked to CASE-0919.
GT-0474,PERSON-0957,PERSON-0953,TRANSFERRED_TO,1,CASE-0115,Synthetic transaction record: PERSON-0957 transferred INR 50000 to PERSON-0953 linked to CASE-0115.
GT-0475,PERSON-0033,PERSON-0609,TRANSFERRED_TO,1,CASE-0072,Synthetic transaction record: PERSON-0033 transferred INR 75000 to PERSON-0609 linked to CASE-0072.
GT-0476,PERSON-0401,PERSON-0915,TRANSFERRED_TO,1,CASE-0485,Synthetic transaction record: PERSON-0401 transferred INR 150000 to PERSON-0915 linked to CASE-0485.
GT-0477,PERSON-0072,PERSON-0585,TRANSFERRED_TO,1,CASE-0278,Synthetic transaction record: PERSON-0072 transferred INR 75000 to PERSON-0585 linked to CASE-0278.
GT-0478,PERSON-0420,PERSON-0982,TRANSFERRED_TO,1,CASE-0403,Synthetic transaction record: PERSON-0420 transferred INR 250000 to PERSON-0982 linked to CASE-0403.
GT-0479,PERSON-0032,PERSON-0011,TRANSFERRED_TO,1,CASE-1195,Synthetic transaction record: PERSON-0032 transferred INR 75000 to PERSON-0011 linked to CASE-1195.
GT-0480,PERSON-0488,PERSON-0620,TRANSFERRED_TO,1,CASE-0953,Synthetic transaction record: PERSON-0488 transferred INR 75000 to PERSON-0620 linked to CASE-0953.
GT-0481,PERSON-0062,PERSON-0099,TRANSFERRED_TO,1,CASE-0062,Synthetic transaction record: PERSON-0062 transferred INR 150000 to PERSON-0099 linked to CASE-0062.
GT-0482,PERSON-0140,PERSON-0342,TRANSFERRED_TO,1,CASE-0499,Synthetic transaction record: PERSON-0140 transferred INR 250000 to PERSON-0342 linked to CASE-0499.
GT-0483,PERSON-0027,PERSON-0818,TRANSFERRED_TO,1,CASE-0026,Synthetic transaction record: PERSON-0027 transferred INR 150000 to PERSON-0818 linked to CASE-0026.
GT-0484,PERSON-0631,PERSON-0473,TRANSFERRED_TO,1,CASE-0443,Synthetic transaction record: PERSON-0631 transferred INR 25000 to PERSON-0473 linked to CASE-0443.
GT-0485,PERSON-0771,PERSON-0798,TRANSFERRED_TO,1,CASE-0389,Synthetic transaction record: PERSON-0771 transferred INR 25000 to PERSON-0798 linked to CASE-0389.
GT-0486,PERSON-0176,PERSON-0165,TRANSFERRED_TO,1,CASE-0925,Synthetic transaction record: PERSON-0176 transferred INR 25000 to PERSON-0165 linked to CASE-0925.
GT-0487,PERSON-0210,PERSON-0554,TRANSFERRED_TO,1,CASE-0224,Synthetic transaction record: PERSON-0210 transferred INR 150000 to PERSON-0554 linked to CASE-0224.
GT-0488,PERSON-0043,PERSON-0762,TRANSFERRED_TO,1,CASE-1160,Synthetic transaction record: PERSON-0043 transferred INR 250000 to PERSON-0762 linked to CASE-1160.
GT-0489,PERSON-0906,PERSON-0078,TRANSFERRED_TO,1,CASE-0968,Synthetic transaction record: PERSON-0906 transferred INR 500000 to PERSON-0078 linked to CASE-0968.
GT-0490,PERSON-0508,PERSON-0146,TRANSFERRED_TO,1,CASE-0799,Synthetic transaction record: PERSON-0508 transferred INR 50000 to PERSON-0146 linked to CASE-0799.
GT-0491,PERSON-0026,PERSON-0824,TRANSFERRED_TO,1,CASE-0246,Synthetic transaction record: PERSON-0026 transferred INR 75000 to PERSON-0824 linked to CASE-0246.
GT-0492,PERSON-0892,PERSON-0945,TRANSFERRED_TO,1,CASE-0648,Synthetic transaction record: PERSON-0892 transferred INR 500000 to PERSON-0945 linked to CASE-0648.
GT-0493,PERSON-0762,PERSON-0418,TRANSFERRED_TO,1,CASE-0573,Synthetic transaction record: PERSON-0762 transferred INR 25000 to PERSON-0418 linked to CASE-0573.
GT-0494,PERSON-0114,PERSON-0584,TRANSFERRED_TO,1,CASE-1016,Synthetic transaction record: PERSON-0114 transferred INR 50000 to PERSON-0584 linked to CASE-1016.
GT-0495,PERSON-0828,PERSON-0988,TRANSFERRED_TO,1,CASE-1121,Synthetic transaction record: PERSON-0828 transferred INR 25000 to PERSON-0988 linked to CASE-1121.
GT-0496,PERSON-0855,PERSON-0007,TRANSFERRED_TO,1,CASE-0971,Synthetic transaction record: PERSON-0855 transferred INR 150000 to PERSON-0007 linked to CASE-0971.
GT-0497,PERSON-0314,PERSON-0251,TRANSFERRED_TO,1,CASE-0526,Synthetic transaction record: PERSON-0314 transferred INR 150000 to PERSON-0251 linked to CASE-0526.
GT-0498,PERSON-0149,PERSON-0845,TRANSFERRED_TO,1,CASE-0111,Synthetic transaction record: PERSON-0149 transferred INR 50000 to PERSON-0845 linked to CASE-0111.
GT-0499,PERSON-0301,PERSON-0878,TRANSFERRED_TO,1,CASE-0618,Synthetic transaction record: PERSON-0301 transferred INR 50000 to PERSON-0878 linked to CASE-0618.
GT-0500,PERSON-0370,PERSON-0148,TRANSFERRED_TO,1,CASE-0377,Synthetic transaction record: PERSON-0370 transferred INR 25000 to PERSON-0148 linked to CASE-0377.
GT-0501,PERSON-0016,PERSON-0148,TRANSFERRED_TO,1,CASE-0814,Synthetic transaction record: PERSON-0016 transferred INR 75000 to PERSON-0148 linked to CASE-0814.
GT-0502,PERSON-0220,PERSON-0934,TRANSFERRED_TO,1,CASE-0371,Synthetic transaction record: PERSON-0220 transferred INR 250000 to PERSON-0934 linked to CASE-0371.
GT-0503,PERSON-0774,PERSON-0085,TRANSFERRED_TO,1,CASE-0553,Synthetic transaction record: PERSON-0774 transferred INR 50000 to PERSON-0085 linked to CASE-0553.
GT-0504,PERSON-0598,PERSON-0279,TRANSFERRED_TO,1,CASE-0035,Synthetic transaction record: PERSON-0598 transferred INR 75000 to PERSON-0279 linked to CASE-0035.
GT-0505,PERSON-0817,PERSON-0863,TRANSFERRED_TO,1,CASE-0914,Synthetic transaction record: PERSON-0817 transferred INR 150000 to PERSON-0863 linked to CASE-0914.
GT-0506,PERSON-0385,PERSON-0632,TRANSFERRED_TO,1,CASE-0370,Synthetic transaction record: PERSON-0385 transferred INR 25000 to PERSON-0632 linked to CASE-0370.
GT-0507,PERSON-0691,PERSON-0188,TRANSFERRED_TO,1,CASE-0427,Synthetic transaction record: PERSON-0691 transferred INR 150000 to PERSON-0188 linked to CASE-0427.
GT-0508,PERSON-0324,PERSON-0097,TRANSFERRED_TO,1,CASE-0724,Synthetic transaction record: PERSON-0324 transferred INR 50000 to PERSON-0097 linked to CASE-0724.
GT-0509,PERSON-0482,PERSON-0419,TRANSFERRED_TO,1,CASE-0268,Synthetic transaction record: PERSON-0482 transferred INR 25000 to PERSON-0419 linked to CASE-0268.
GT-0510,PERSON-0618,PERSON-0838,TRANSFERRED_TO,1,CASE-0954,Synthetic transaction record: PERSON-0618 transferred INR 75000 to PERSON-0838 linked to CASE-0954.
GT-0511,PERSON-0025,PERSON-0994,TRANSFERRED_TO,1,CASE-1142,Synthetic transaction record: PERSON-0025 transferred INR 500000 to PERSON-0994 linked to CASE-1142.
GT-0512,PERSON-0277,PERSON-0971,TRANSFERRED_TO,1,CASE-0275,Synthetic transaction record: PERSON-0277 transferred INR 75000 to PERSON-0971 linked to CASE-0275.
GT-0513,PERSON-0599,PERSON-0554,TRANSFERRED_TO,1,CASE-0736,Synthetic transaction record: PERSON-0599 transferred INR 75000 to PERSON-0554 linked to CASE-0736.
GT-0514,PERSON-0392,PERSON-0038,TRANSFERRED_TO,1,CASE-0230,Synthetic transaction record: PERSON-0392 transferred INR 50000 to PERSON-0038 linked to CASE-0230.
GT-0515,PERSON-0109,PERSON-0589,TRANSFERRED_TO,1,CASE-0217,Synthetic transaction record: PERSON-0109 transferred INR 500000 to PERSON-0589 linked to CASE-0217.
GT-0516,PERSON-0328,PERSON-0979,TRANSFERRED_TO,1,CASE-0227,Synthetic transaction record: PERSON-0328 transferred INR 250000 to PERSON-0979 linked to CASE-0227.
GT-0517,PERSON-0945,PERSON-0862,TRANSFERRED_TO,1,CASE-1191,Synthetic transaction record: PERSON-0945 transferred INR 25000 to PERSON-0862 linked to CASE-1191.
GT-0518,PERSON-0825,PERSON-0441,TRANSFERRED_TO,1,CASE-0350,Synthetic transaction record: PERSON-0825 transferred INR 250000 to PERSON-0441 linked to CASE-0350.
GT-0519,PERSON-0776,PERSON-0720,TRANSFERRED_TO,1,CASE-0829,Synthetic transaction record: PERSON-0776 transferred INR 75000 to PERSON-0720 linked to CASE-0829.
GT-0520,PERSON-0822,PERSON-0549,TRANSFERRED_TO,1,CASE-1243,Synthetic transaction record: PERSON-0822 transferred INR 150000 to PERSON-0549 linked to CASE-1243.
GT-0521,PERSON-0491,PERSON-0570,TRANSFERRED_TO,1,CASE-0523,Synthetic transaction record: PERSON-0491 transferred INR 150000 to PERSON-0570 linked to CASE-0523.
GT-0522,PERSON-0691,PERSON-0432,TRANSFERRED_TO,1,CASE-1053,Synthetic transaction record: PERSON-0691 transferred INR 50000 to PERSON-0432 linked to CASE-1053.
GT-0523,PERSON-0475,PERSON-0389,TRANSFERRED_TO,1,CASE-0439,Synthetic transaction record: PERSON-0475 transferred INR 25000 to PERSON-0389 linked to CASE-0439.
GT-0524,PERSON-0513,PERSON-0539,TRANSFERRED_TO,1,CASE-0020,Synthetic transaction record: PERSON-0513 transferred INR 75000 to PERSON-0539 linked to CASE-0020.
GT-0525,PERSON-0468,PERSON-0266,TRANSFERRED_TO,1,CASE-0639,Synthetic transaction record: PERSON-0468 transferred INR 25000 to PERSON-0266 linked to CASE-0639.
GT-0526,PERSON-0768,PERSON-0237,TRANSFERRED_TO,1,CASE-1047,Synthetic transaction record: PERSON-0768 transferred INR 150000 to PERSON-0237 linked to CASE-1047.
GT-0527,PERSON-1000,PERSON-0091,TRANSFERRED_TO,1,CASE-1142,Synthetic transaction record: PERSON-1000 transferred INR 250000 to PERSON-0091 linked to CASE-1142.
GT-0528,PERSON-0586,PERSON-0034,TRANSFERRED_TO,1,CASE-0225,Synthetic transaction record: PERSON-0586 transferred INR 150000 to PERSON-0034 linked to CASE-0225.
GT-0529,PERSON-0635,PERSON-0867,TRANSFERRED_TO,1,CASE-0598,Synthetic transaction record: PERSON-0635 transferred INR 250000 to PERSON-0867 linked to CASE-0598.
GT-0530,PERSON-0088,PERSON-0448,TRANSFERRED_TO,1,CASE-0268,Synthetic transaction record: PERSON-0088 transferred INR 75000 to PERSON-0448 linked to CASE-0268.
GT-0531,PERSON-0052,PERSON-0414,TRANSFERRED_TO,1,CASE-0090,Synthetic transaction record: PERSON-0052 transferred INR 250000 to PERSON-0414 linked to CASE-0090.
GT-0532,PERSON-0956,PERSON-0844,TRANSFERRED_TO,1,CASE-1084,Synthetic transaction record: PERSON-0956 transferred INR 50000 to PERSON-0844 linked to CASE-1084.
GT-0533,PERSON-0623,PERSON-0986,TRANSFERRED_TO,1,CASE-0805,Synthetic transaction record: PERSON-0623 transferred INR 500000 to PERSON-0986 linked to CASE-0805.
GT-0534,PERSON-0854,PERSON-0203,TRANSFERRED_TO,1,CASE-0262,Synthetic transaction record: PERSON-0854 transferred INR 75000 to PERSON-0203 linked to CASE-0262.
GT-0535,PERSON-0286,PERSON-0554,TRANSFERRED_TO,1,CASE-0472,Synthetic transaction record: PERSON-0286 transferred INR 75000 to PERSON-0554 linked to CASE-0472.
GT-0536,PERSON-0448,PERSON-0277,TRANSFERRED_TO,1,CASE-1045,Synthetic transaction record: PERSON-0448 transferred INR 150000 to PERSON-0277 linked to CASE-1045.
GT-0537,PERSON-0517,PERSON-0162,TRANSFERRED_TO,1,CASE-0081,Synthetic transaction record: PERSON-0517 transferred INR 25000 to PERSON-0162 linked to CASE-0081.
GT-0538,PERSON-0588,PERSON-0989,TRANSFERRED_TO,1,CASE-0459,Synthetic transaction record: PERSON-0588 transferred INR 250000 to PERSON-0989 linked to CASE-0459.
GT-0539,PERSON-0327,PERSON-0281,TRANSFERRED_TO,1,CASE-0841,Synthetic transaction record: PERSON-0327 transferred INR 150000 to PERSON-0281 linked to CASE-0841.
GT-0540,PERSON-0152,PERSON-0732,TRANSFERRED_TO,1,CASE-0384,Synthetic transaction record: PERSON-0152 transferred INR 25000 to PERSON-0732 linked to CASE-0384.
GT-0541,PERSON-0068,PERSON-0171,TRANSFERRED_TO,1,CASE-0345,Synthetic transaction record: PERSON-0068 transferred INR 50000 to PERSON-0171 linked to CASE-0345.
GT-0542,PERSON-0703,PERSON-0962,TRANSFERRED_TO,1,CASE-1007,Synthetic transaction record: PERSON-0703 transferred INR 500000 to PERSON-0962 linked to CASE-1007.
GT-0543,PERSON-0888,PERSON-0015,TRANSFERRED_TO,1,CASE-0304,Synthetic transaction record: PERSON-0888 transferred INR 75000 to PERSON-0015 linked to CASE-0304.
GT-0544,PERSON-0002,PERSON-0900,TRANSFERRED_TO,1,CASE-0674,Synthetic transaction record: PERSON-0002 transferred INR 50000 to PERSON-0900 linked to CASE-0674.
GT-0545,PERSON-0003,PERSON-0063,TRANSFERRED_TO,1,CASE-0447,Synthetic transaction record: PERSON-0003 transferred INR 25000 to PERSON-0063 linked to CASE-0447.
GT-0546,PERSON-0562,PERSON-0532,TRANSFERRED_TO,1,CASE-0038,Synthetic transaction record: PERSON-0562 transferred INR 150000 to PERSON-0532 linked to CASE-0038.
GT-0547,PERSON-0813,PERSON-0299,TRANSFERRED_TO,1,CASE-0510,Synthetic transaction record: PERSON-0813 transferred INR 500000 to PERSON-0299 linked to CASE-0510.
GT-0548,PERSON-0465,PERSON-0246,TRANSFERRED_TO,1,CASE-0826,Synthetic transaction record: PERSON-0465 transferred INR 250000 to PERSON-0246 linked to CASE-0826.
GT-0549,PERSON-0627,PERSON-0005,TRANSFERRED_TO,1,CASE-0228,Synthetic transaction record: PERSON-0627 transferred INR 25000 to PERSON-0005 linked to CASE-0228.
GT-0550,PERSON-0534,PERSON-0586,TRANSFERRED_TO,1,CASE-1058,Synthetic transaction record: PERSON-0534 transferred INR 250000 to PERSON-0586 linked to CASE-1058.
GT-0551,PERSON-0125,PERSON-0259,TRANSFERRED_TO,1,CASE-0185,Synthetic transaction record: PERSON-0125 transferred INR 25000 to PERSON-0259 linked to CASE-0185.
GT-0552,PERSON-0818,PERSON-0003,TRANSFERRED_TO,1,CASE-0832,Synthetic transaction record: PERSON-0818 transferred INR 25000 to PERSON-0003 linked to CASE-0832.
GT-0553,PERSON-0978,PERSON-0877,TRANSFERRED_TO,1,CASE-1188,Synthetic transaction record: PERSON-0978 transferred INR 25000 to PERSON-0877 linked to CASE-1188.
GT-0554,PERSON-0582,PERSON-0772,TRANSFERRED_TO,1,CASE-0788,Synthetic transaction record: PERSON-0582 transferred INR 500000 to PERSON-0772 linked to CASE-0788.
GT-0555,PERSON-0841,PERSON-0241,TRANSFERRED_TO,1,CASE-0312,Synthetic transaction record: PERSON-0841 transferred INR 50000 to PERSON-0241 linked to CASE-0312.
GT-0556,PERSON-0207,PERSON-0957,TRANSFERRED_TO,1,CASE-1013,Synthetic transaction record: PERSON-0207 transferred INR 150000 to PERSON-0957 linked to CASE-1013.
GT-0557,PERSON-0690,PERSON-0545,TRANSFERRED_TO,1,CASE-1192,Synthetic transaction record: PERSON-0690 transferred INR 250000 to PERSON-0545 linked to CASE-1192.
GT-0558,PERSON-0758,PERSON-0734,TRANSFERRED_TO,1,CASE-0942,Synthetic transaction record: PERSON-0758 transferred INR 250000 to PERSON-0734 linked to CASE-0942.
