cp_id,case_id,person_id,role,narrative
CP-1328,CASE-0785,PERSON-0426,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Bilaspur under IPC 363/364A.
CP-1329,CASE-1005,PERSON-0178,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Bilaspur under IPC 392/397.
CP-1330,CASE-0455,PERSON-0464,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Kolkata under IPC 379.
CP-1331,CASE-0904,PERSON-0767,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Howrah under IPC 467/468/471.
CP-1332,CASE-0847,PERSON-0184,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Varanasi under IPC 420/406.
CP-1333,CASE-0014,PERSON-0163,ACCUSED,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-1334,CASE-1056,PERSON-0787,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-1335,CASE-0344,PERSON-0972,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Mumbai under IPC 384/386.
CP-1336,CASE-0590,PERSON-0245,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Siliguri under IPC 379.
CP-1337,CASE-1077,PERSON-0254,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1338,CASE-1113,PERSON-0858,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1339,CASE-0274,PERSON-0225,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1340,CASE-0259,PERSON-0235,WITNESS,Subject of enquiry in Armed Robbery Incident at Howrah under IPC 392/397.
CP-1341,CASE-0294,PERSON-0930,REPORTING_PERSON,Subject of enquiry in Intimidation and Witness Tampering at Surat under IPC 506.
CP-1342,CASE-0015,PERSON-0672,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-1343,CASE-0190,PERSON-0091,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-1344,CASE-0017,PERSON-0937,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1345,CASE-1065,PERSON-0281,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-1346,CASE-0538,PERSON-0532,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-1347,CASE-0418,PERSON-0765,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Siliguri under IPC 363/364A.
CP-1348,CASE-0949,PERSON-0384,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-1349,CASE-1091,PERSON-0200,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Delhi under IPC 420/406.
CP-1350,CASE-0828,PERSON-0562,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Bilaspur under IPC 363/364A.
CP-1351,CASE-0179,PERSON-0712,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Ahmedabad under IT Act 66D / IPC 420.
CP-1352,CASE-0363,PERSON-0836,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Siliguri under IPC 323/325.
CP-1353,CASE-0717,PERSON-0522,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-1354,CASE-0658,PERSON-0297,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Pune under IPC 384/386.
CP-1355,CASE-0744,PERSON-0606,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Durg under IPC 323/325.
CP-1356,CASE-0545,PERSON-0526,ASSOCIATE,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1357,CASE-0777,PERSON-0189,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1358,CASE-0067,PERSON-0364,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Mumbai under IPC 384/386.
CP-1359,CASE-0185,PERSON-0554,REPORTING_PERSON,Subject of enquiry in Intimidation and Witness Tampering at Lucknow under IPC 506.
CP-1360,CASE-0929,PERSON-0422,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Siliguri under IPC 420/406.
CP-1361,CASE-1135,PERSON-0277,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-1362,CASE-0210,PERSON-0432,SUSPECT,Subject of enquiry in Armed Robbery Incident at Raipur under IPC 392/397.
CP-1363,CASE-1126,PERSON-0920,ASSOCIATE,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1364,CASE-0901,PERSON-0154,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Bilaspur under IPC 392/397.
CP-1365,CASE-0961,PERSON-0210,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Chennai under IT Act 66D / IPC 420.
CP-1366,CASE-0937,PERSON-0734,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Pune under IT Act 66D / IPC 420.
CP-1367,CASE-0407,PERSON-0484,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Varanasi under IPC 379.
CP-1368,CASE-0445,PERSON-0979,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Siliguri under IPC 467/468/471.
CP-1369,CASE-1194,PERSON-0221,SUSPECT,Subject of enquiry in Intimidation and Witness Tampering at Lucknow under IPC 506.
CP-1370,CASE-0668,PERSON-0217,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Delhi under IPC 420/406.
CP-1371,CASE-0318,PERSON-0621,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Siliguri under IT Act 66D / IPC 420.
CP-1372,CASE-0439,PERSON-0789,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Bilaspur under IPC 323/325.
CP-1373,CASE-0351,PERSON-0134,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Surat under IPC 379.
CP-1374,CASE-0875,PERSON-0849,ACCUSED,Subject of enquiry in Intimidation and Witness Tampering at Mumbai under IPC 506.
CP-1375,CASE-1199,PERSON-0108,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Raipur under IPC 467/468/471.
CP-1376,CASE-0621,PERSON-0272,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Lucknow under IPC 420/406.
CP-1377,CASE-1128,PERSON-0178,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Raipur under IPC 420/406.
CP-1378,CASE-0342,PERSON-0363,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Mumbai under IPC 384/386.
CP-1379,CASE-0745,PERSON-0750,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-1380,CASE-1183,PERSON-0907,WITNESS,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-1381,CASE-0417,PERSON-0358,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Bilaspur under IPC 420/406.
CP-1382,CASE-0631,PERSON-0304,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Ahmedabad under IPC 392/397.
CP-1383,CASE-0251,PERSON-0531,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Howrah under IPC 379.
CP-1384,CASE-0949,PERSON-0785,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-1385,CASE-1010,PERSON-0255,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Raipur under IPC 323/325.
CP-1386,CASE-0806,PERSON-0327,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Raipur under IPC 420/406.
CP-1387,CASE-0041,PERSON-0615,ACCUSED,Subject of enquiry in Targeted Homicide Investigation in Bilaspur under IPC 302/120B.
CP-1388,CASE-0535,PERSON-0917,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Nagpur under IPC 384/386.
CP-1389,CASE-1183,PERSON-0861,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-1390,CASE-0239,PERSON-0215,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Raipur under IPC 420/406.
CP-1391,CASE-1237,PERSON-0875,WITNESS,Subject of enquiry in Threat and Extortion Racket in Delhi under IPC 384/386.
CP-1392,CASE-0899,PERSON-0033,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Howrah under IPC 457/380.
CP-1393,CASE-1170,PERSON-0209,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Ahmedabad under IPC 363/364A.
CP-1394,CASE-0144,PERSON-0196,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Pune under IPC 457/380.
CP-1395,CASE-0679,PERSON-0283,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Lucknow under IPC 392/397.
CP-1396,CASE-1221,PERSON-0510,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Ahmedabad under IPC 302/120B.
CP-1397,CASE-1020,PERSON-0767,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Varanasi under IPC 363/364A.
CP-1398,CASE-0439,PERSON-0533,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Bilaspur under IPC 323/325.
CP-1399,CASE-0670,PERSON-0172,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Surat under IPC 506.
CP-1400,CASE-1144,PERSON-0999,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Bilaspur under IPC 363/364A.
CP-1401,CASE-0498,PERSON-0164,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-1402,CASE-0058,PERSON-0862,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Ahmedabad under IPC 384/386.
CP-1403,CASE-0202,PERSON-0168,ACCUSED,Subject of enquiry in Serial Asset and Vehicle Theft in Durg under IPC 379.
CP-1404,CASE-0814,PERSON-0777,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Raipur under IPC 457/380.
CP-1405,CASE-0112,PERSON-0592,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Surat under IT Act 66D / IPC 420.
CP-1406,CASE-0355,PERSON-0069,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Durg under IPC 420/406.
CP-1407,CASE-0544,PERSON-0810,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Ahmedabad under IT Act 66D / IPC 420.
CP-1408,CASE-1002,PERSON-0652,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Nagpur under IPC 379.
CP-1409,CASE-0954,PERSON-0562,WITNESS,Subject of enquiry in Physical Assault and Grievous Hurt Case at Bilaspur under IPC 323/325.
CP-1410,CASE-1037,PERSON-0915,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Varanasi under IPC 363/364A.
CP-1411,CASE-0898,PERSON-0388,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Nagpur under IPC 467/468/471.
CP-1412,CASE-0432,PERSON-0740,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Kolkata under IPC 302/120B.
CP-1413,CASE-0763,PERSON-0714,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-1414,CASE-0732,PERSON-0220,ASSOCIATE,Subject of enquiry in Targeted Homicide Investigation in Howrah under IPC 302/120B.
CP-1415,CASE-1096,PERSON-0434,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Siliguri under IPC 457/380.
CP-1416,CASE-0083,PERSON-0237,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Varanasi under IPC 379.
CP-1417,CASE-0570,PERSON-0340,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Nagpur under IT Act 66D / IPC 420.
CP-1418,CASE-0795,PERSON-0691,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-1419,CASE-1173,PERSON-0906,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1420,CASE-0657,PERSON-0143,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Mumbai under IPC 363/364A.
CP-1421,CASE-0137,PERSON-0386,ASSOCIATE,Subject of enquiry in Intimidation and Witness Tampering at Siliguri under IPC 506.
CP-1422,CASE-0431,PERSON-0923,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-1423,CASE-1169,PERSON-0951,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Bilaspur under IPC 420/406.
CP-1424,CASE-0047,PERSON-0828,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Durg under IPC 363/364A.
CP-1425,CASE-1183,PERSON-0202,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-1426,CASE-1202,PERSON-0798,ACCUSED,Subject of enquiry in Serial Asset and Vehicle Theft in Durg under IPC 379.
CP-1427,CASE-0050,PERSON-0125,ACCUSED,Subject of enquiry in Targeted Homicide Investigation in Mumbai under IPC 302/120B.
CP-1428,CASE-0408,PERSON-0520,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-1429,CASE-1048,PERSON-0228,SUSPECT,Subject of enquiry in Armed Robbery Incident at Ahmedabad under IPC 392/397.
CP-1430,CASE-0403,PERSON-0964,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Kolkata under IT Act 66D / IPC 420.
CP-1431,CASE-1181,PERSON-0456,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1432,CASE-0170,PERSON-0246,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-1433,CASE-1216,PERSON-0542,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Delhi under IPC 363/364A.
CP-1434,CASE-1247,PERSON-0148,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Bilaspur under IPC 363/364A.
CP-1435,CASE-0815,PERSON-0080,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-1436,CASE-0310,PERSON-0780,ASSOCIATE,Subject of enquiry in Forged Documentation and Property Fraud in Raipur under IPC 467/468/471.
CP-1437,CASE-0237,PERSON-0243,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Nagpur under IPC 384/386.
CP-1438,CASE-0242,PERSON-0918,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-1439,CASE-0943,PERSON-0450,PERSON_OF_INTEREST,Subject of enquiry in Forged Documentation and Property Fraud in Lucknow under IPC 467/468/471.
CP-1440,CASE-0286,PERSON-0085,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Surat under IPC 323/325.
CP-1441,CASE-1241,PERSON-0820,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Ahmedabad under IPC 363/364A.
CP-1442,CASE-0183,PERSON-0149,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1443,CASE-0784,PERSON-0443,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Pune under IPC 467/468/471.
CP-1444,CASE-0266,PERSON-0966,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-1445,CASE-0086,PERSON-0154,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1446,CASE-0066,PERSON-0488,ASSOCIATE,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1447,CASE-0703,PERSON-0708,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-1448,CASE-1084,PERSON-0809,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Durg under IT Act 66D / IPC 420.
CP-1449,CASE-0510,PERSON-0233,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-1450,CASE-0439,PERSON-0068,ACCUSED,Subject of enquiry in Physical Assault and Grievous Hurt Case at Bilaspur under IPC 323/325.
CP-1451,CASE-1172,PERSON-0228,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Pune under IPC 392/397.
CP-1452,CASE-0779,PERSON-0376,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-1453,CASE-1099,PERSON-0044,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Mumbai under IT Act 66D / IPC 420.
CP-1454,CASE-0367,PERSON-0497,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Bilaspur under IPC 467/468/471.
CP-1455,CASE-0618,PERSON-0826,WITNESS,Subject of enquiry in Armed Robbery Incident at Lucknow under IPC 392/397.
CP-1456,CASE-0213,PERSON-0184,ACCUSED,Subject of enquiry in Armed Robbery Incident at Mumbai under IPC 392/397.
CP-1457,CASE-0361,PERSON-0133,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Lucknow under IPC 420/406.
CP-1458,CASE-0583,PERSON-0054,WITNESS,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-1459,CASE-0809,PERSON-0671,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Durg under IPC 420/406.
CP-1460,CASE-0288,PERSON-0975,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Siliguri under IPC 384/386.
CP-1461,CASE-0018,PERSON-0621,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-1462,CASE-0669,PERSON-0168,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Lucknow under IPC 379.
CP-1463,CASE-1222,PERSON-0324,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Ahmedabad under IT Act 66D / IPC 420.
CP-1464,CASE-0264,PERSON-0048,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Kolkata under IPC 363/364A.
CP-1465,CASE-0397,PERSON-0748,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Raipur under IPC 363/364A.
CP-1466,CASE-0717,PERSON-0769,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-1467,CASE-0136,PERSON-0860,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-1468,CASE-0003,PERSON-0855,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Surat under IPC 392/397.
CP-1469,CASE-1166,PERSON-0641,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Bilaspur under IPC 384/386.
CP-1470,CASE-0263,PERSON-0828,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-1471,CASE-1195,PERSON-0539,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-1472,CASE-0200,PERSON-0265,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Howrah under IPC 457/380.
CP-1473,CASE-0243,PERSON-0176,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Pune under IPC 420/406.
CP-1474,CASE-0391,PERSON-0465,ACCUSED,Subject of enquiry in Digital Identity Theft and Financial Scam at Durg under IT Act 66D / IPC 420.
CP-1475,CASE-1126,PERSON-0365,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1476,CASE-0751,PERSON-0427,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Pune under IPC 363/364A.
CP-1477,CASE-0267,PERSON-0248,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Ahmedabad under IPC 379.
CP-1478,CASE-0532,PERSON-0995,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-1479,CASE-0320,PERSON-0057,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Mumbai under IPC 323/325.
CP-1480,CASE-0987,PERSON-0983,SUSPECT,Subject of enquiry in Armed Robbery Incident at Mumbai under IPC 392/397.
CP-1481,CASE-0866,PERSON-0157,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-1482,CASE-0332,PERSON-0521,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Lucknow under IPC 457/380.
CP-1483,CASE-1142,PERSON-0537,ACCUSED,Subject of enquiry in Serial Asset and Vehicle Theft in Chennai under IPC 379.
CP-1484,CASE-0124,PERSON-0201,WITNESS,Subject of enquiry in Physical Assault and Grievous Hurt Case at Howrah under IPC 323/325.
CP-1485,CASE-0126,PERSON-0484,REPORTING_PERSON,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1486,CASE-0175,PERSON-0472,PERSON_OF_INTEREST,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-1487,CASE-1210,PERSON-0053,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Pune under IPC 457/380.
CP-1488,CASE-0468,PERSON-0164,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1489,CASE-0577,PERSON-0574,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-1490,CASE-0220,PERSON-0381,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1491,CASE-0535,PERSON-0915,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Nagpur under IPC 384/386.
CP-1492,CASE-0016,PERSON-0258,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Durg under IPC 420/406.
CP-1493,CASE-0585,PERSON-0064,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Surat under IPC 323/325.
CP-1494,CASE-0121,PERSON-0158,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-1495,CASE-0744,PERSON-0960,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Durg under IPC 323/325.
CP-1496,CASE-1017,PERSON-0608,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1497,CASE-0925,PERSON-0408,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-1498,CASE-0632,PERSON-0668,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Pune under IPC 323/325.
CP-1499,CASE-0760,PERSON-0484,WITNESS,Subject of enquiry in Physical Assault and Grievous Hurt Case at Nagpur under IPC 323/325.
CP-1500,CASE-0713,PERSON-0411,ACCUSED,Subject of enquiry in Armed Robbery Incident at Raipur under IPC 392/397.
CP-1501,CASE-0871,PERSON-0894,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1502,CASE-0505,PERSON-0288,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Raipur under IPC 363/364A.
CP-1503,CASE-0218,PERSON-0171,ACCUSED,Subject of enquiry in Intimidation and Witness Tampering at Durg under IPC 506.
CP-1504,CASE-0946,PERSON-0475,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Mumbai under IT Act 66D / IPC 420.
CP-1505,CASE-0227,PERSON-0076,WITNESS,Subject of enquiry in Armed Robbery Incident at Pune under IPC 392/397.
CP-1506,CASE-0122,PERSON-0818,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-1507,CASE-1054,PERSON-0156,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Kolkata under IPC 302/120B.
CP-1508,CASE-0425,PERSON-0058,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Kolkata under IPC 467/468/471.
CP-1509,CASE-0845,PERSON-0598,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-1510,CASE-0206,PERSON-0491,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Surat under IPC 379.
CP-1511,CASE-0566,PERSON-0812,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Pune under IPC 384/386.
CP-1512,CASE-1002,PERSON-0196,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Nagpur under IPC 379.
CP-1513,CASE-1058,PERSON-0074,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Bilaspur under IT Act 66D / IPC 420.
CP-1514,CASE-0027,PERSON-0560,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Bilaspur under IPC 420/406.
CP-1515,CASE-0751,PERSON-0489,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Pune under IPC 363/364A.
CP-1516,CASE-0304,PERSON-0637,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Howrah under IPC 323/325.
CP-1517,CASE-0222,PERSON-0381,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Howrah under IPC 302/120B.
CP-1518,CASE-0125,PERSON-0505,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Mumbai under IPC 363/364A.
CP-1519,CASE-0401,PERSON-0551,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-1520,CASE-0837,PERSON-0494,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Pune under IT Act 66D / IPC 420.
CP-1521,CASE-0505,PERSON-0086,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Raipur under IPC 363/364A.
CP-1522,CASE-0470,PERSON-0371,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Mumbai under IPC 384/386.
CP-1523,CASE-0098,PERSON-0863,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-1524,CASE-0740,PERSON-0574,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Pune under IPC 384/386.
CP-1525,CASE-1008,PERSON-0338,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Bilaspur under IPC 384/386.
CP-1526,CASE-0821,PERSON-0210,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-1527,CASE-0403,PERSON-0056,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Kolkata under IT Act 66D / IPC 420.
CP-1528,CASE-1158,PERSON-0476,ASSOCIATE,Subject of enquiry in Forged Documentation and Property Fraud in Howrah under IPC 467/468/471.
