case_id,fir_number,offence_category,title,legal_section,year,location,district,police_station,status
CASE-0531,FIR-2024-0531,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2024,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0532,FIR-2021-0532,Burglary,Nocturnal Commercial Burglary in Mumbai,IPC 457/380,2021,Mumbai,Mumbai Suburban,Bandra,CLOSED
CASE-0533,FIR-2024-0533,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2024,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0534,FIR-2023-0534,Extortion,Threat and Extortion Racket in Siliguri,IPC 384/386,2023,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0535,FIR-2021-0535,Extortion,Threat and Extortion Racket in Nagpur,IPC 384/386,2021,Nagpur,Nagpur,Sitabuldi,CLOSED
CASE-0536,FIR-2023-0536,Forgery,Forged Documentation and Property Fraud in Kolkata,IPC 467/468/471,2023,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0537,FIR-2024-0537,Theft,Serial Asset and Vehicle Theft in Mumbai,IPC 379,2024,Mumbai,Mumbai City,Colaba,OPEN
CASE-0538,FIR-2023-0538,Assault,Physical Assault and Grievous Hurt Case at Kolkata,IPC 323/325,2023,Kolkata,Kolkata,Burrabazar,CLOSED
CASE-0539,FIR-2021-0539,Kidnapping,Kidnapping and Extortion Case at Delhi,IPC 363/364A,2021,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0540,FIR-2022-0540,Assault,Physical Assault and Grievous Hurt Case at Pune,IPC 323/325,2022,Pune,Pune,Shivajinagar,CLOSED
CASE-0541,FIR-2021-0541,Criminal Intimidation,Intimidation and Witness Tampering at Kolkata,IPC 506,2021,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0542,FIR-2022-0542,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2022,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0543,FIR-2022-0543,Fraud,Commercial Fraud and Embezzlement Syndicate at Ahmedabad,IPC 420/406,2022,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0544,FIR-2023-0544,Cybercrime,Digital Identity Theft and Financial Scam at Ahmedabad,IT Act 66D / IPC 420,2023,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0545,FIR-2022-0545,Criminal Intimidation,Intimidation and Witness Tampering at Kolkata,IPC 506,2022,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0546,FIR-2022-0546,Extortion,Threat and Extortion Racket in Ahmedabad,IPC 384/386,2022,Ahmedabad,Ahmedabad,Ellis Bridge,CLOSED
CASE-0547,FIR-2023-0547,Kidnapping,Kidnapping and Extortion Case at Delhi,IPC 363/364A,2023,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0548,FIR-2022-0548,Criminal Intimidation,Intimidation and Witness Tampering at Lucknow,IPC 506,2022,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0549,FIR-2022-0549,Burglary,Nocturnal Commercial Burglary in Surat,IPC 457/380,2022,Surat,Surat,Varachha,CLOSED
CASE-0550,FIR-2024-0550,Forgery,Forged Documentation and Property Fraud in Mumbai,IPC 467/468/471,2024,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0551,FIR-2023-0551,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2023,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0552,FIR-2022-0552,Fraud,Commercial Fraud and Embezzlement Syndicate at Howrah,IPC 420/406,2022,Howrah,Howrah,Howrah Town,OPEN
CASE-0553,FIR-2024-0553,Fraud,Commercial Fraud and Embezzlement Syndicate at Delhi,IPC 420/406,2024,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0554,FIR-2021-0554,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2021,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0555,FIR-2023-0555,Theft,Serial Asset and Vehicle Theft in Howrah,IPC 379,2023,Howrah,Howrah,Howrah Town,CLOSED
CASE-0556,FIR-2024-0556,Cybercrime,Digital Identity Theft and Financial Scam at Ahmedabad,IT Act 66D / IPC 420,2024,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0557,FIR-2021-0557,Criminal Intimidation,Intimidation and Witness Tampering at Durg,IPC 506,2021,Durg,Durg,Durg Sadar,OPEN
CASE-0558,FIR-2024-0558,Assault,Physical Assault and Grievous Hurt Case at Bilaspur,IPC 323/325,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0559,FIR-2023-0559,Theft,Serial Asset and Vehicle Theft in Mumbai,IPC 379,2023,Mumbai,Mumbai City,Colaba,OPEN
CASE-0560,FIR-2024-0560,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2024,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0561,FIR-2024-0561,Kidnapping,Kidnapping and Extortion Case at Mumbai,IPC 363/364A,2024,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0562,FIR-2023-0562,Theft,Serial Asset and Vehicle Theft in Kolkata,IPC 379,2023,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0563,FIR-2022-0563,Forgery,Forged Documentation and Property Fraud in Lucknow,IPC 467/468/471,2022,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0564,FIR-2023-0564,Criminal Intimidation,Intimidation and Witness Tampering at Howrah,IPC 506,2023,Howrah,Howrah,Howrah Town,OPEN
CASE-0565,FIR-2021-0565,Assault,Physical Assault and Grievous Hurt Case at Kolkata,IPC 323/325,2021,Kolkata,Kolkata,Park Street,CLOSED
CASE-0566,FIR-2023-0566,Extortion,Threat and Extortion Racket in Pune,IPC 384/386,2023,Pune,Pune,Shivajinagar,CLOSED
CASE-0567,FIR-2021-0567,Assault,Physical Assault and Grievous Hurt Case at Kolkata,IPC 323/325,2021,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0568,FIR-2022-0568,Theft,Serial Asset and Vehicle Theft in Chennai,IPC 379,2022,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-0569,FIR-2022-0569,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2022,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0570,FIR-2023-0570,Cybercrime,Digital Identity Theft and Financial Scam at Nagpur,IT Act 66D / IPC 420,2023,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0571,FIR-2021-0571,Assault,Physical Assault and Grievous Hurt Case at Durg,IPC 323/325,2021,Durg,Durg,Durg Sadar,OPEN
CASE-0572,FIR-2021-0572,Kidnapping,Kidnapping and Extortion Case at Surat,IPC 363/364A,2021,Surat,Surat,Varachha,OPEN
CASE-0573,FIR-2022-0573,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2022,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0574,FIR-2022-0574,Kidnapping,Kidnapping and Extortion Case at Durg,IPC 363/364A,2022,Durg,Durg,Durg Sadar,OPEN
CASE-0575,FIR-2024-0575,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2024,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0576,FIR-2021-0576,Fraud,Commercial Fraud and Embezzlement Syndicate at Kolkata,IPC 420/406,2021,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0577,FIR-2021-0577,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2021,Kolkata,Kolkata,Park Street,CLOSED
CASE-0578,FIR-2022-0578,Assault,Physical Assault and Grievous Hurt Case at Varanasi,IPC 323/325,2022,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0579,FIR-2022-0579,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2022,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0580,FIR-2024-0580,Fraud,Commercial Fraud and Embezzlement Syndicate at Pune,IPC 420/406,2024,Pune,Pune,Shivajinagar,OPEN
CASE-0581,FIR-2023-0581,Kidnapping,Kidnapping and Extortion Case at Mumbai,IPC 363/364A,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0582,FIR-2024-0582,Extortion,Threat and Extortion Racket in Mumbai,IPC 384/386,2024,Mumbai,Mumbai City,Colaba,OPEN
CASE-0583,FIR-2022-0583,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2022,Kolkata,Kolkata,Burrabazar,CLOSED
CASE-0584,FIR-2024-0584,Assault,Physical Assault and Grievous Hurt Case at Mumbai,IPC 323/325,2024,Mumbai,Mumbai City,Colaba,OPEN
CASE-0585,FIR-2022-0585,Assault,Physical Assault and Grievous Hurt Case at Surat,IPC 323/325,2022,Surat,Surat,Varachha,OPEN
CASE-0586,FIR-2023-0586,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2023,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0587,FIR-2022-0587,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2022,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0588,FIR-2022-0588,Kidnapping,Kidnapping and Extortion Case at Delhi,IPC 363/364A,2022,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0589,FIR-2021-0589,Burglary,Nocturnal Commercial Burglary in Lucknow,IPC 457/380,2021,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0590,FIR-2021-0590,Theft,Serial Asset and Vehicle Theft in Siliguri,IPC 379,2021,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0591,FIR-2024-0591,Cybercrime,Digital Identity Theft and Financial Scam at Bilaspur,IT Act 66D / IPC 420,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0592,FIR-2024-0592,Extortion,Threat and Extortion Racket in Siliguri,IPC 384/386,2024,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0593,FIR-2022-0593,Burglary,Nocturnal Commercial Burglary in Surat,IPC 457/380,2022,Surat,Surat,Varachha,OPEN
CASE-0594,FIR-2024-0594,Burglary,Nocturnal Commercial Burglary in Mumbai,IPC 457/380,2024,Mumbai,Mumbai City,Colaba,OPEN
CASE-0595,FIR-2021-0595,Theft,Serial Asset and Vehicle Theft in Siliguri,IPC 379,2021,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0596,FIR-2024-0596,Murder,Targeted Homicide Investigation in Varanasi,IPC 302/120B,2024,Varanasi,Varanasi,Dashashwamedh,CLOSED
CASE-0597,FIR-2024-0597,Fraud,Commercial Fraud and Embezzlement Syndicate at Bilaspur,IPC 420/406,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0598,FIR-2023-0598,Theft,Serial Asset and Vehicle Theft in Durg,IPC 379,2023,Durg,Durg,Durg Sadar,OPEN
CASE-0599,FIR-2021-0599,Burglary,Nocturnal Commercial Burglary in Surat,IPC 457/380,2021,Surat,Surat,Varachha,CLOSED
CASE-0600,FIR-2024-0600,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2024,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0601,FIR-2021-0601,Kidnapping,Kidnapping and Extortion Case at Raipur,IPC 363/364A,2021,Raipur,Raipur,Civil Lines,OPEN
CASE-0602,FIR-2021-0602,Burglary,Nocturnal Commercial Burglary in Howrah,IPC 457/380,2021,Howrah,Howrah,Howrah Town,CLOSED
CASE-0603,FIR-2024-0603,Burglary,Nocturnal Commercial Burglary in Raipur,IPC 457/380,2024,Raipur,Raipur,Civil Lines,OPEN
CASE-0604,FIR-2024-0604,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2024,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0605,FIR-2023-0605,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2023,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0606,FIR-2023-0606,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2023,Mumbai,Mumbai City,Colaba,OPEN
CASE-0607,FIR-2022-0607,Theft,Serial Asset and Vehicle Theft in Lucknow,IPC 379,2022,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0608,FIR-2023-0608,Assault,Physical Assault and Grievous Hurt Case at Bilaspur,IPC 323/325,2023,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0609,FIR-2024-0609,Fraud,Commercial Fraud and Embezzlement Syndicate at Ahmedabad,IPC 420/406,2024,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0610,FIR-2022-0610,Theft,Serial Asset and Vehicle Theft in Siliguri,IPC 379,2022,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0611,FIR-2023-0611,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2023,Kolkata,Kolkata,Park Street,OPEN
CASE-0612,FIR-2021-0612,Cybercrime,Digital Identity Theft and Financial Scam at Ahmedabad,IT Act 66D / IPC 420,2021,Ahmedabad,Ahmedabad,Ellis Bridge,CLOSED
CASE-0613,FIR-2022-0613,Kidnapping,Kidnapping and Extortion Case at Mumbai,IPC 363/364A,2022,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0614,FIR-2024-0614,Extortion,Threat and Extortion Racket in Chennai,IPC 384/386,2024,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0615,FIR-2024-0615,Kidnapping,Kidnapping and Extortion Case at Varanasi,IPC 363/364A,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0616,FIR-2022-0616,Extortion,Threat and Extortion Racket in Nagpur,IPC 384/386,2022,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0617,FIR-2023-0617,Kidnapping,Kidnapping and Extortion Case at Bilaspur,IPC 363/364A,2023,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0618,FIR-2023-0618,Robbery,Armed Robbery Incident at Lucknow,IPC 392/397,2023,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0619,FIR-2022-0619,Robbery,Armed Robbery Incident at Mumbai,IPC 392/397,2022,Mumbai,Mumbai City,Colaba,OPEN
CASE-0620,FIR-2022-0620,Cybercrime,Digital Identity Theft and Financial Scam at Howrah,IT Act 66D / IPC 420,2022,Howrah,Howrah,Howrah Town,OPEN
CASE-0621,FIR-2021-0621,Fraud,Commercial Fraud and Embezzlement Syndicate at Lucknow,IPC 420/406,2021,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0622,FIR-2024-0622,Assault,Physical Assault and Grievous Hurt Case at Lucknow,IPC 323/325,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0623,FIR-2023-0623,Murder,Targeted Homicide Investigation in Varanasi,IPC 302/120B,2023,Varanasi,Varanasi,Dashashwamedh,CLOSED
CASE-0624,FIR-2022-0624,Murder,Targeted Homicide Investigation in Ahmedabad,IPC 302/120B,2022,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0625,FIR-2021-0625,Forgery,Forged Documentation and Property Fraud in Bilaspur,IPC 467/468/471,2021,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-0626,FIR-2022-0626,Murder,Targeted Homicide Investigation in Siliguri,IPC 302/120B,2022,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0627,FIR-2021-0627,Kidnapping,Kidnapping and Extortion Case at Pune,IPC 363/364A,2021,Pune,Pune,Shivajinagar,CLOSED
CASE-0628,FIR-2024-0628,Kidnapping,Kidnapping and Extortion Case at Siliguri,IPC 363/364A,2024,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0629,FIR-2023-0629,Burglary,Nocturnal Commercial Burglary in Pune,IPC 457/380,2023,Pune,Pune,Shivajinagar,OPEN
CASE-0630,FIR-2024-0630,Extortion,Threat and Extortion Racket in Durg,IPC 384/386,2024,Durg,Durg,Durg Sadar,OPEN
CASE-0631,FIR-2023-0631,Robbery,Armed Robbery Incident at Ahmedabad,IPC 392/397,2023,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0632,FIR-2021-0632,Assault,Physical Assault and Grievous Hurt Case at Pune,IPC 323/325,2021,Pune,Pune,Shivajinagar,CLOSED
CASE-0633,FIR-2023-0633,Forgery,Forged Documentation and Property Fraud in Raipur,IPC 467/468/471,2023,Raipur,Raipur,Civil Lines,CLOSED
CASE-0634,FIR-2024-0634,Robbery,Armed Robbery Incident at Chennai,IPC 392/397,2024,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0635,FIR-2024-0635,Fraud,Commercial Fraud and Embezzlement Syndicate at Howrah,IPC 420/406,2024,Howrah,Howrah,Howrah Town,CLOSED
CASE-0636,FIR-2023-0636,Cybercrime,Digital Identity Theft and Financial Scam at Kolkata,IT Act 66D / IPC 420,2023,Kolkata,Kolkata,Park Street,CLOSED
CASE-0637,FIR-2024-0637,Criminal Intimidation,Intimidation and Witness Tampering at Nagpur,IPC 506,2024,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0638,FIR-2024-0638,Assault,Physical Assault and Grievous Hurt Case at Bilaspur,IPC 323/325,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0639,FIR-2024-0639,Kidnapping,Kidnapping and Extortion Case at Bilaspur,IPC 363/364A,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0640,FIR-2023-0640,Forgery,Forged Documentation and Property Fraud in Kolkata,IPC 467/468/471,2023,Kolkata,Kolkata,Park Street,OPEN
CASE-0641,FIR-2021-0641,Theft,Serial Asset and Vehicle Theft in Mumbai,IPC 379,2021,Mumbai,Mumbai City,Colaba,OPEN
CASE-0642,FIR-2024-0642,Kidnapping,Kidnapping and Extortion Case at Mumbai,IPC 363/364A,2024,Mumbai,Mumbai City,Colaba,OPEN
CASE-0643,FIR-2021-0643,Fraud,Commercial Fraud and Embezzlement Syndicate at Mumbai,IPC 420/406,2021,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0644,FIR-2024-0644,Kidnapping,Kidnapping and Extortion Case at Ahmedabad,IPC 363/364A,2024,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0645,FIR-2021-0645,Burglary,Nocturnal Commercial Burglary in Chennai,IPC 457/380,2021,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0646,FIR-2022-0646,Kidnapping,Kidnapping and Extortion Case at Varanasi,IPC 363/364A,2022,Varanasi,Varanasi,Dashashwamedh,CLOSED
CASE-0647,FIR-2021-0647,Cybercrime,Digital Identity Theft and Financial Scam at Siliguri,IT Act 66D / IPC 420,2021,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0648,FIR-2024-0648,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2024,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0649,FIR-2021-0649,Kidnapping,Kidnapping and Extortion Case at Pune,IPC 363/364A,2021,Pune,Pune,Shivajinagar,CLOSED
CASE-0650,FIR-2021-0650,Fraud,Commercial Fraud and Embezzlement Syndicate at Bilaspur,IPC 420/406,2021,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0651,FIR-2022-0651,Criminal Intimidation,Intimidation and Witness Tampering at Pune,IPC 506,2022,Pune,Pune,Shivajinagar,CLOSED
CASE-0652,FIR-2021-0652,Murder,Targeted Homicide Investigation in Nagpur,IPC 302/120B,2021,Nagpur,Nagpur,Sitabuldi,CLOSED
CASE-0653,FIR-2021-0653,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2021,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0654,FIR-2023-0654,Assault,Physical Assault and Grievous Hurt Case at Siliguri,IPC 323/325,2023,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0655,FIR-2023-0655,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2023,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0656,FIR-2022-0656,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2022,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0657,FIR-2023-0657,Kidnapping,Kidnapping and Extortion Case at Mumbai,IPC 363/364A,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0658,FIR-2024-0658,Extortion,Threat and Extortion Racket in Pune,IPC 384/386,2024,Pune,Pune,Shivajinagar,OPEN
CASE-0659,FIR-2024-0659,Extortion,Threat and Extortion Racket in Lucknow,IPC 384/386,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0660,FIR-2021-0660,Extortion,Threat and Extortion Racket in Raipur,IPC 384/386,2021,Raipur,Raipur,Civil Lines,OPEN
CASE-0661,FIR-2022-0661,Murder,Targeted Homicide Investigation in Kolkata,IPC 302/120B,2022,Kolkata,Kolkata,Park Street,CLOSED
CASE-0662,FIR-2024-0662,Forgery,Forged Documentation and Property Fraud in Nagpur,IPC 467/468/471,2024,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0663,FIR-2022-0663,Forgery,Forged Documentation and Property Fraud in Mumbai,IPC 467/468/471,2022,Mumbai,Mumbai Suburban,Bandra,CLOSED
CASE-0664,FIR-2021-0664,Cybercrime,Digital Identity Theft and Financial Scam at Mumbai,IT Act 66D / IPC 420,2021,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0665,FIR-2023-0665,Fraud,Commercial Fraud and Embezzlement Syndicate at Raipur,IPC 420/406,2023,Raipur,Raipur,Civil Lines,OPEN
CASE-0666,FIR-2022-0666,Theft,Serial Asset and Vehicle Theft in Delhi,IPC 379,2022,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0667,FIR-2022-0667,Fraud,Commercial Fraud and Embezzlement Syndicate at Bilaspur,IPC 420/406,2022,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-0668,FIR-2023-0668,Fraud,Commercial Fraud and Embezzlement Syndicate at Delhi,IPC 420/406,2023,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0669,FIR-2023-0669,Theft,Serial Asset and Vehicle Theft in Lucknow,IPC 379,2023,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0670,FIR-2024-0670,Criminal Intimidation,Intimidation and Witness Tampering at Surat,IPC 506,2024,Surat,Surat,Varachha,CLOSED
CASE-0671,FIR-2021-0671,Criminal Intimidation,Intimidation and Witness Tampering at Raipur,IPC 506,2021,Raipur,Raipur,Civil Lines,CLOSED
CASE-0672,FIR-2022-0672,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2022,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0673,FIR-2023-0673,Forgery,Forged Documentation and Property Fraud in Delhi,IPC 467/468/471,2023,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0674,FIR-2022-0674,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2022,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0675,FIR-2023-0675,Assault,Physical Assault and Grievous Hurt Case at Chennai,IPC 323/325,2023,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0676,FIR-2022-0676,Forgery,Forged Documentation and Property Fraud in Mumbai,IPC 467/468/471,2022,Mumbai,Mumbai City,Colaba,OPEN
CASE-0677,FIR-2022-0677,Kidnapping,Kidnapping and Extortion Case at Howrah,IPC 363/364A,2022,Howrah,Howrah,Howrah Town,OPEN
CASE-0678,FIR-2023-0678,Burglary,Nocturnal Commercial Burglary in Lucknow,IPC 457/380,2023,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0679,FIR-2021-0679,Robbery,Armed Robbery Incident at Lucknow,IPC 392/397,2021,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0680,FIR-2021-0680,Extortion,Threat and Extortion Racket in Nagpur,IPC 384/386,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0681,FIR-2023-0681,Burglary,Nocturnal Commercial Burglary in Pune,IPC 457/380,2023,Pune,Pune,Shivajinagar,OPEN
CASE-0682,FIR-2023-0682,Extortion,Threat and Extortion Racket in Raipur,IPC 384/386,2023,Raipur,Raipur,Civil Lines,OPEN
CASE-0683,FIR-2022-0683,Burglary,Nocturnal Commercial Burglary in Chennai,IPC 457/380,2022,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-0684,FIR-2024-0684,Burglary,Nocturnal Commercial Burglary in Varanasi,IPC 457/380,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0685,FIR-2024-0685,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2024,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0686,FIR-2023-0686,Fraud,Commercial Fraud and Embezzlement Syndicate at Nagpur,IPC 420/406,2023,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0687,FIR-2021-0687,Robbery,Armed Robbery Incident at Mumbai,IPC 392/397,2021,Mumbai,Mumbai Suburban,Bandra,CLOSED
CASE-0688,FIR-2021-0688,Forgery,Forged Documentation and Property Fraud in Surat,IPC 467/468/471,2021,Surat,Surat,Varachha,OPEN
CASE-0689,FIR-2024-0689,Fraud,Commercial Fraud and Embezzlement Syndicate at Lucknow,IPC 420/406,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0690,FIR-2022-0690,Cybercrime,Digital Identity Theft and Financial Scam at Surat,IT Act 66D / IPC 420,2022,Surat,Surat,Varachha,CLOSED
CASE-0691,FIR-2022-0691,Murder,Targeted Homicide Investigation in Surat,IPC 302/120B,2022,Surat,Surat,Varachha,CLOSED
CASE-0692,FIR-2022-0692,Murder,Targeted Homicide Investigation in Siliguri,IPC 302/120B,2022,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0693,FIR-2023-0693,Kidnapping,Kidnapping and Extortion Case at Kolkata,IPC 363/364A,2023,Kolkata,Kolkata,Burrabazar,CLOSED
CASE-0694,FIR-2024-0694,Cybercrime,Digital Identity Theft and Financial Scam at Nagpur,IT Act 66D / IPC 420,2024,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0695,FIR-2022-0695,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2022,Kolkata,Kolkata,Park Street,OPEN
CASE-0696,FIR-2023-0696,Cybercrime,Digital Identity Theft and Financial Scam at Mumbai,IT Act 66D / IPC 420,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0697,FIR-2024-0697,Forgery,Forged Documentation and Property Fraud in Bilaspur,IPC 467/468/471,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0698,FIR-2023-0698,Forgery,Forged Documentation and Property Fraud in Siliguri,IPC 467/468/471,2023,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0699,FIR-2021-0699,Cybercrime,Digital Identity Theft and Financial Scam at Nagpur,IT Act 66D / IPC 420,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0700,FIR-2022-0700,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2022,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0701,FIR-2024-0701,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2024,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0702,FIR-2022-0702,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2022,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0703,FIR-2023-0703,Cybercrime,Digital Identity Theft and Financial Scam at Delhi,IT Act 66D / IPC 420,2023,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0704,FIR-2024-0704,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2024,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0705,FIR-2021-0705,Theft,Serial Asset and Vehicle Theft in Ahmedabad,IPC 379,2021,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0706,FIR-2022-0706,Murder,Targeted Homicide Investigation in Raipur,IPC 302/120B,2022,Raipur,Raipur,Civil Lines,OPEN
